month,mean_share
1,0.11780129399579536
2,0.09722784924244635
3,0.08520346361456792
4,0.07751202325631683
5,0.07139908701205061
6,0.0668385966469593
7,0.0723555829759933
8,0.08386290717238447
9,0.07184246554974212
10,0.06855539866040804
11,0.08733588001856107
12,0.10006545185477463
