month,mean_share
1,0.0986577772106372
2,0.08579379109727904
3,0.08893034433785232
4,0.08315925934086901
5,0.07857256647144371
6,0.07515071356756839
7,0.07929024992864729
8,0.08792449045213704
9,0.07890524476155239
10,0.0764388741566284
11,0.07960862588768951
12,0.08756806278769577
