month,mean_share
1,0.105225396015196
2,0.0868482729961129
3,0.09132906333978902
4,0.08308465620124143
5,0.07653223781634814
6,0.07164387652509768
7,0.07755749989806754
8,0.08989212921733862
9,0.0770074925165034
10,0.07348410593804056
11,0.07801232269669929
12,0.08938294683956538
