refYear,month,product,value_usd,annual_total_usd,share,regime
2023,1,LNG (271111),34710520595.395996,251603930168.026,0.1379569888761898,Crisis
2023,2,Gaseous NG (271121),22167778607.856,201975698795.767,0.10975468207327024,Crisis
2023,2,LNG (271111),27713647853.158,251603930168.026,0.11014791316912374,Crisis
2023,3,Gaseous NG (271121),21653713532.589,201975698795.767,0.10720949926993306,Crisis
2023,3,LNG (271111),23642056504.144,251603930168.026,0.09396537044693767,Crisis
2023,4,Gaseous NG (271121),17732456499.911,201975698795.767,0.08779500011950267,Crisis
2023,4,LNG (271111),19517826669.76,251603930168.026,0.07757361602708517,Crisis
2023,5,Gaseous NG (271121),15243201772.272,201975698795.767,0.07547047423603946,Crisis
2023,5,LNG (271111),20530912854.044,251603930168.026,0.08160012778947076,Crisis
2023,6,Gaseous NG (271121),12975841219.671,201975698795.767,0.0642445665346694,Crisis
2023,6,LNG (271111),16969739388.747,251603930168.026,0.06744624131035742,Crisis
2023,7,Gaseous NG (271121),13749029126.063,201975698795.767,0.06807268997230052,Crisis
2023,7,LNG (271111),16297683644.952,251603930168.026,0.06477515527705822,Crisis
2023,8,Gaseous NG (271121),14085349972.42,201975698795.767,0.06973784498036455,Crisis
2023,8,LNG (271111),17117452048.098,251603930168.026,0.06803332538035727,Crisis
2023,9,Gaseous NG (271121),11609610227.94,201975698795.767,0.057480233004067294,Crisis
2023,9,LNG (271111),16077463040.75,251603930168.026,0.06389988832850567,Crisis
2023,10,Gaseous NG (271121),13745374225.8,201975698795.767,0.06805459422967014,Crisis
2023,10,LNG (271111),16303950677.294,251603930168.026,0.06480006360157373,Crisis
2023,11,Gaseous NG (271121),15174312926.827,201975698795.767,0.07512939931536468,Crisis
2023,11,LNG (271111),19105294672.967,251603930168.026,0.07593400731144427,Crisis
2023,12,Gaseous NG (271121),16322142353.872,201975698795.767,0.08081240689443812,Crisis
2023,12,LNG (271111),23617382218.716,251603930168.026,0.09386730248189626,Crisis
2024,1,Gaseous NG (271121),13742973080.296,145978095873.096,0.09414407687741905,Crisis
2024,1,LNG (271111),21005425444.086,206201013959.241,0.10186868163625065,Crisis
2024,2,Gaseous NG (271121),11675378851.725,145978095873.096,0.07998034761238991,Crisis
2024,2,LNG (271111),18360116529.304,206201013959.241,0.08903989450281354,Crisis
2024,3,Gaseous NG (271121),11661126943.612,145978095873.096,0.07988271715606864,Crisis
2024,3,LNG (271111),16247414431.279,206201013959.241,0.07879405692200217,Crisis
2024,4,Gaseous NG (271121),11208588947.774,145978095873.096,0.07678267674842142,Crisis
2024,4,LNG (271111),15478220682.287,206201013959.241,0.07506374670566132,Crisis
2024,5,Gaseous NG (271121),11801174402.589,145978095873.096,0.0808420902602277,Crisis
2024,5,LNG (271111),16428679344.07,206201013959.241,0.07967312589121117,Crisis
2024,6,Gaseous NG (271121),12411202759.027,145978095873.096,0.08502099362781457,Crisis
2024,6,LNG (271111),14719528825.705,206201013959.241,0.07138436685192322,Crisis
2024,7,Gaseous NG (271121),11640610928.996,145978095873.096,0.07974217542278124,Crisis
2024,7,LNG (271111),16281984747.066,206201013959.241,0.07896171039335627,Crisis
2024,8,Gaseous NG (271121),13025980903.651,145978095873.096,0.08923243467276729,Crisis
2024,8,LNG (271111),17004920273.174,206201013959.241,0.08246768503541549,Crisis
2024,9,Gaseous NG (271121),10647441122.942,145978095873.096,0.0729386217792442,Crisis
2024,9,LNG (271111),16377802211.68,206201013959.241,0.07942639028398445,Crisis
2024,10,Gaseous NG (271121),11357623917.327,145978095873.096,0.07780361738106646,Crisis
2024,10,LNG (271111),17909045242.101,206201013959.241,0.08685236264473956,Crisis
2024,11,Gaseous NG (271121),13134547095.294,145978095873.096,0.08997615030348342,Crisis
2024,11,LNG (271111),16807644334.62,206201013959.241,0.08151096840844006,Crisis
2024,12,Gaseous NG (271121),13671446919.863,145978095873.096,0.09365409815831602,Crisis
2024,12,LNG (271111),19580231893.869,206201013959.241,0.09495701072420212,Crisis
