month,mean_share
1,0.11010791292277027
2,0.08988772736305234
3,0.08361660504841757
4,0.07590052557210887
5,0.07786089488953808
6,0.06773293213885848
7,0.0733558048183101
8,0.08096237634355814
9,0.08517381646516875
10,0.07871324392189497
11,0.08158580693966032
12,0.09510235357666208
